cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
is our president mentally retarded,2,1,neither,offensive_language
you all still be cuffing the hoes tho so,2,1,neither,offensive_language
apparently today that ghetto culture i for one am utterly sanguine at our dysgenic future,1,2,offensive_language,neither
in the past week both paula dean and my uncle lost their jobs for saying nigger bullllllshiiiiitttt,1,0,offensive_language,hate_speech
fuck da bulls and your trash ass music nigga fuck da cavs,1,0,offensive_language,hate_speech
my pistol mean business that bitch should have a tie on,2,1,neither,offensive_language
great a wife beater and dog stealer tryed to suicide himself user and a run like a pussy from number soy antifa faggots forney all in agreement of what nehlen should do how about just no,1,0,offensive_language,hate_speech
u refer bto the jews of course for they are asians,2,0,neither,hate_speech
just because there socialist in the brand name doesnt mean that it has anything to do with communism when jews are involved whether it capitalism or communism they seek to remove your right of ownership and turn you into cattle national socialism instead was a manifestation of white ideals,1,2,offensive_language,neither
user how did master chef jr end up with number blond girls a niglet,1,2,offensive_language,neither
4th my guinea pig will haunt you,1,2,offensive_language,neither
y'all think would call my daughter a nigger,1,0,offensive_language,hate_speech
user user arabs are so fukin idiots,0,2,hate_speech,neither
papoose is trash bro lol,1,2,offensive_language,neither
user user talk about retarded what a stupid gif you appear to be the poster boy for it,1,2,offensive_language,neither
political correctness is gay,1,2,offensive_language,neither
me quietly sitting in class with my friend and showing off my shoes to her look my friend your gay is showing,1,2,offensive_language,neither
i feel bad for frequent fliers i am trying to avoid planes as much as i can the whole airline industry is turning into one big ghetto walmart,1,2,offensive_language,neither
i love dez but right now he's trash right now weeden there's others that are open,1,2,offensive_language,neither
rotherham must have it day of reckoning it can only be the deportation of every paki muslim and the imprisonment of every police chief since number and every councillor mayor mp and lord ahmed of rotherham,0,2,hate_speech,neither
history from the future world war number muslim pedofags are defeated muslim countries are lifeless wastelands moohammad is remembered in history correctly as a pedophile all the towelheaded pedofags are dead and you were all worried ww3 was going to be a bad thing haha,0,2,hate_speech,neither
that bitch ass nigger user illis wont debate me its scared of yt making it look like a fool,0,1,hate_speech,offensive_language
make me white trash cousin fucker,1,0,offensive_language,hate_speech
np big nig nig,2,1,neither,offensive_language
the only slut is the one who ain t raised him right simple as that she must of been too occupied on her men to rise him right,2,1,neither,offensive_language
user you re islamphobia is showing and it aint it,2,1,neither,offensive_language
my tail just said he dropped 20k to pay off the last of his student loans and clams he is broke nigga u just dropped 20k like its nothing,1,2,offensive_language,neither
claude be like edelgard probably has the same goals as me but she k lls censored people so she is evil bitch you k ll censored people too everyone in the school k lls censored people this is a fucking soldier academy,2,1,neither,offensive_language
mohammed was a pedophile rapist murdering slaving retarded sandnigger prove me wrong,0,1,hate_speech,offensive_language
y all are so so sick i hate you niggas,0,2,hate_speech,neither
seeing elder queer couples marry really is emotional they get to live their final years with equality and with dignity,1,2,offensive_language,neither
big salty tears rolling down your chin my how the losing sjw quickly turn to hate speech and violence when things dont go their way direct result of receiving participation trophies their whole life hope we can now stop the pussificationofamerica,1,2,offensive_language,neither
user oh look one of my favorite little faggots,1,0,offensive_language,hate_speech
danai gurira the world does not revolve around the u s ados folks how dare she these black immigrants hate us,1,2,offensive_language,neither
aye i respect ya hustle and all but dont tweet me anymore trash ass videos thank u kindly,2,1,neither,offensive_language
contrary to belief us queers don t go around looking for things to be offended about it s just you cisheteros say the darne,1,2,offensive_language,neither
